Tournament,Date,Game Time,Blue Team,Red Team,Blue Kills,Blue Turrets,Blue Dragons,Blue Barons,Red Kills,Red Turrets,Red Dragons,Red Barons,Blue Wards Placed,Blue Wards Destroyed,Red Wards Placed,Red Wards Destroyed,First Dragon Team,First Dragon Time,First Rift Herald Team,First Rift Herald Time,Blue Bans 1,Blue Bans 2,Blue Bans 3,Blue Bans 4,Blue Bans 5,Red Bans 1,Red Bans 2,Red Bans 3,Red Bans 4,Red Bans 5,Blue Top,Blue Jungle,Blue Mid,Blue Bot,Blue Support,Red Top,Red Jungle,Red Mid,Red Bot,Red Support,Blue Top KDA,Blue Top CS,Blue Jungle KDA,Blue Jungle CS,Blue Mid KDA,Blue Mid CS,Blue Bot KDA,Blue Bot CS,Blue Support KDA,Blue Support CS,Red Top KDA,Red Top CS,Red Jungle KDA,Red Jungle CS,Red Mid KDA,Red Mid CS,Red Bot KDA,Red Bot CS,Red Support KDA,Red Support CS
LCK CL Summer Playoffs 2023,8/22/2023,29.516666666666666,DK Challengers,NS Challengers,14,7,3,2,4,1,1,0,97,49,95,49,Blue,6.283333333333333,Red,9.416666666666666,Sejuani, Tristana, Xayah, Rakan, Viego,LeBlanc, Vi, Jayce, Ahri, Neeko,Aatrox, Maokai, Taliyah, Kaisa, Alistar,Renekton, Zac, Azir, Zeri, Rell, 3/0/2,258, 2/1/9,167, 5/0/6,268, 3/0/7,327, 1/3/9,44, 0/4/2,253, 0/3/3,143, 1/2/2,296, 3/1/1,315, 0/4/4,33
LCK CL Summer Playoffs 2023,8/22/2023,31.783333333333335,NS Challengers,DK Challengers,19,9,2,1,8,2,2,0,101,50,133,56,Red,8.366666666666667,Blue,8.766666666666667,LeBlanc, Vi, Jayce, Aatrox, Taliyah,Sejuani, Xayah, Tristana, Rakan, Viego,Renekton, Rell, Azir, Kaisa, Nautilus,Gnar, Maokai, Ahri, Aphelios, Alistar, 1/1/7,308, 2/3/14,159, 4/2/12,321, 11/1/7,322, 1/1/14,33, 0/3/3,328, 1/5/6,120, 4/3/4,266, 3/4/3,324, 0/4/8,27
CBLOL Academy Split 2 Playoffs 2023,8/21/2023,53.416666666666664,RED Academy,paiN Academy,24,7,4,3,23,11,4,1,207,85,216,90,Blue,7.133333333333334,Blue,9.683333333333334,Tristana, Maokai, Poppy, Aatrox, Kaisa,Azir, Ivern, Renekton, Nocturne, Vi,Gragas, Trundle, Neeko, Xayah, Alistar,Jax, Sejuani, Syndra, Sivir, Rell, 6/10/12,420, 4/2/19,232, 3/4/10,386, 10/3/7,563, 1/5/16,52, 7/5/9,417, 2/3/13,217, 5/4/5,395, 9/4/10,588, 0/8/16,46
CBLOL Academy Split 2 Playoffs 2023,8/21/2023,40.03333333333333,RED Academy,paiN Academy,12,3,3,0,18,11,3,3,139,61,162,61,Blue,6.016666666666667,Blue,8.783333333333333,Tristana, Jax, Poppy, Sivir, Zeri,Azir, Ivern, Xayah, Nocturne, Rumble,Ornn, Trundle, Neeko, Kaisa, Rell,Renekton, Sejuani, Syndra, Varus, Alistar, 0/5/8,248, 2/2/5,171, 5/2/6,331, 4/3/7,360, 1/6/9,36, 6/3/4,365, 0/0/14,187, 5/3/6,314, 5/3/6,317, 2/3/10,37
CBLOL Academy Split 2 Playoffs 2023,8/21/2023,24.683333333333334,paiN Academy,RED Academy,13,7,3,0,5,2,0,0,93,30,92,37,Blue,5.95,Red,8.45,Azir, Renekton, Rell, Neeko, Maokai,Jax, Xayah, Syndra, Tristana, Aatrox,Rumble, Ivern, Jayce, Sivir, Alistar,Poppy, Nocturne, Ahri, Kaisa, Nautilus, 1/3/7,175, 1/1/9,125, 4/1/4,204, 7/0/3,256, 0/0/11,32, 1/3/2,146, 0/3/5,142, 1/3/3,223, 3/2/1,237, 0/2/3,33
LCK CL Summer Playoffs 2023,8/21/2023,31.4,DRX Challengers,DK Challengers,7,5,1,0,13,8,3,1,109,52,122,46,Red,9.583333333333334,Red,8.55,Neeko, Ahri, Rakan, Rumble, Renekton,Sejuani, LeBlanc, Aphelios, Xayah, Zeri,Jax, Nocturne, Azir, Ezreal, Rell,Aatrox, Maokai, Tristana, Kaisa, Alistar, 2/3/0,245, 0/4/6,165, 3/2/1,284, 2/2/2,310, 0/2/1,42, 5/3/6,286, 0/0/6,168, 1/1/6,343, 7/1/3,331, 0/2/7,31
LCK CL Summer Playoffs 2023,8/21/2023,27.95,DRX Challengers,DK Challengers,12,3,2,1,21,8,2,1,106,42,90,48,Blue,6.25,Red,9.05,Neeko, Ahri, Rakan, Ivern, Alistar,Sejuani, LeBlanc, Aphelios, Jax, Nautilus,Aatrox, Maokai, Azir, Xayah, Braum,Renekton, Rell, Tristana, Kaisa, Leona, 2/4/3,216, 0/4/9,129, 6/3/4,286, 4/5/5,259, 0/5/11,34, 6/1/12,257, 0/3/19,130, 8/3/8,257, 7/3/10,283, 0/2/11,36
LCK CL Summer Playoffs 2023,8/21/2023,29.883333333333333,DK Challengers,DRX Challengers,18,9,2,1,9,2,2,0,114,44,88,60,Blue,6.033333333333333,Red,8.633333333333333,Poppy, Sejuani, Rakan, Alistar, Renekton,Tristana, LeBlanc, Kaisa, Jax, Aatrox,KSante, Viego, Neeko, Zeri, Leona,Malphite, Nocturne, Ahri, Xayah, Rell, 2/1/10,265, 6/0/7,186, 3/3/11,259, 7/2/6,342, 0/3/13,37, 1/3/4,233, 2/4/5,172, 4/3/3,235, 2/4/3,284, 0/4/7,38
LCS Championship 2023,8/20/2023,32.083333333333336,Cloud9,NRG,19,10,2,1,10,0,3,0,140,62,124,79,Red,6.966666666666667,Red,8.433333333333334,Xayah, Azir, Poppy, Nocturne, Ahri,LeBlanc, Tristana, Maokai, KSante, Jax,Renekton, Sejuani, Jayce, Kaisa, Nautilus,Rumble, Rell, Lucian, Zeri, Rakan, 4/2/10,283, 2/3/13,200, 5/2/4,267, 6/0/6,311, 2/3/11,43, 6/4/1,230, 0/5/9,152, 3/4/6,245, 0/3/4,355, 1/3/6,47
LCS Championship 2023,8/20/2023,32.63333333333333,NRG,Cloud9,16,9,4,2,5,2,1,0,129,59,137,58,Blue,7.2,Blue,9.35,Zeri, Maokai, LeBlanc, KSante, Ahri,Tristana, Poppy, Azir, Sejuani, Rumble,Jax, Ivern, Jayce, Kaisa, Alistar,Renekton, Rell, Annie, Xayah, Rakan, 2/1/8,285, 3/1/12,200, 8/1/7,244, 2/1/9,315, 1/1/11,37, 4/5/1,252, 0/3/5,158, 1/3/2,254, 0/3/4,354, 0/2/4,48
LCS Championship 2023,8/20/2023,41.93333333333333,Cloud9,NRG,10,2,2,0,29,10,4,3,166,60,153,82,Red,6.566666666666666,Red,8.283333333333333,Xayah, Azir, Ivern, Sylas, Rakan,LeBlanc, Tristana, Jayce, KSante, Yone,Aatrox, Maokai, Ahri, Zeri, Alistar,Jax, Sejuani, Taliyah, Kaisa, Rell, 2/7/3,277, 0/8/7,203, 2/6/6,303, 5/3/1,477, 1/5/8,36, 6/3/12,272, 3/2/17,199, 3/1/18,325, 16/1/5,456, 1/3/24,36
LCS Championship 2023,8/20/2023,39.05,Cloud9,NRG,8,5,2,1,17,11,3,2,153,70,153,65,Red,11.016666666666667,Blue,8.833333333333334,Xayah, Poppy, Kaisa, Ivern, Azir,LeBlanc, Tristana, Maokai, Nautilus, Rakan,Rumble, Sejuani, Yone, Draven, Renata Glasc,Jax, Rell, Neeko, Zeri, Alistar, 1/4/5,282, 1/1/5,236, 4/5/3,373, 2/4/0,351, 0/3/4,24, 5/3/6,326, 2/0/13,190, 1/4/8,272, 8/1/4,423, 1/0/8,37
CBLOL Split 2 Playoffs 2023,8/20/2023,41.03333333333333,paiN Gaming,LOUD,9,3,3,1,11,8,3,2,151,89,197,82,Red,5.75,Red,9.283333333333333,Rell, Neeko, Xayah, LeBlanc, Nocturne,Tristana, Jax, Sejuani, Zeri, Nautilus,Renekton, Ivern, Azir, Sivir, Rakan,Poppy, Wukong, Xerath, Kaisa, Alistar, 2/3/4,319, 0/3/9,199, 2/1/4,329, 2/1/6,400, 3/3/6,49, 2/0/7,305, 2/3/5,217, 2/0/8,309, 5/1/3,397, 0/5/2,34
CBLOL Split 2 Playoffs 2023,8/20/2023,32.5,paiN Gaming,LOUD,5,4,1,1,11,10,3,1,126,67,154,69,Red,11.883333333333333,Red,9.183333333333334,Rell, Neeko, Xayah, Xerath, Corki,Tristana, Jax, Sejuani, Zeri, Nautilus,Renekton, Ivern, Azir, Sivir, Rakan,Poppy, Nocturne, LeBlanc, Kaisa, Alistar, 0/4/4,264, 0/1/4,168, 0/1/4,313, 4/2/0,318, 1/3/2,44, 5/0/3,263, 1/0/7,211, 0/3/2,315, 3/0/4,333, 2/2/4,47
CBLOL Split 2 Playoffs 2023,8/20/2023,30.05,LOUD,paiN Gaming,21,10,2,1,6,3,2,0,132,57,119,68,Red,5.633333333333333,Blue,8.816666666666666,Tristana, Jax, Maokai, Alistar, Lulu,Sejuani, Xayah, Kaisa, Olaf, Renekton,Poppy, Nocturne, Neeko, Sivir, Nautilus,Gnar, KhaZix, Ahri, Zeri, Rell, 3/1/10,211, 8/1/6,189, 5/0/7,228, 5/0/9,274, 0/4/11,39, 0/6/2,202, 0/7/4,137, 3/0/3,223, 2/4/3,316, 1/4/4,34
LEC Season Finals 2023,8/20/2023,33.7,G2 Esports,Team BDS,19,11,3,2,4,2,2,0,91,45,97,45,Blue,5.85,Blue,8.483333333333333,Olaf, Taliyah, Tristana, Alistar, Rakan,Draven, Kalista, Jax, Sejuani, Nautilus,Kled, Rell, LeBlanc, KogMaw, Braum,Renekton, Ivern, Kaisa, Zeri, Lulu, 8/0/5,278, 3/1/15,156, 4/3/4,328, 3/0/13,351, 1/0/17,40, 0/5/2,281, 0/2/3,142, 3/4/1,287, 1/3/3,320, 0/5/4,16
LEC Season Finals 2023,8/20/2023,26.466666666666665,Team BDS,G2 Esports,18,10,4,1,5,3,0,0,82,23,79,31,Blue,6.4,Blue,10,Draven, Kalista, LeBlanc, Xayah, Lucian,Taliyah, Rell, Olaf, Lulu, Alistar,Darius, Ivern, Tristana, Zeri, Braum,Renekton, Evelynn, Jayce, Kaisa, Nautilus, 6/2/1,205, 1/0/14,130, 5/2/5,230, 6/1/5,307, 0/0/13,26, 0/3/1,206, 3/3/0,150, 1/4/2,248, 1/4/1,253, 0/4/2,33
LEC Season Finals 2023,8/20/2023,23.216666666666665,G2 Esports,Team BDS,17,9,2,1,5,1,1,0,66,24,70,23,Blue,6.683333333333334,Blue,8.8,Olaf, Taliyah, Zeri, Tristana, Nautilus,Draven, Kalista, LeBlanc, Braum, Kaisa,Kled, Rell, Neeko, Ezreal, Rakan,Renekton, Ivern, Azir, Xayah, Alistar, 5/1/5,202, 1/2/12,130, 10/1/2,219, 1/1/7,238, 0/0/11,29, 1/3/0,226, 0/4/5,121, 4/2/0,192, 0/4/1,220, 0/4/2,20
LEC Season Finals 2023,8/20/2023,34.333333333333336,Team BDS,G2 Esports,21,4,2,1,29,11,3,1,125,45,102,43,Red,6.483333333333333,Red,8.533333333333333,Draven, Kalista, Kled, Xayah, Ezreal,Rell, Ivern, Taliyah, Braum, Renata Glasc,Jax, Maokai, Tristana, Zeri, Rakan,Poppy, Trundle, Neeko, Kaisa, Nautilus, 1/7/3,228, 1/6/12,183, 12/4/4,314, 7/7/9,320, 0/5/18,33, 1/0/18,251, 9/5/15,159, 3/6/14,233, 15/3/10,307, 1/7/20,36
VCS Summer Playoffs 2023,8/20/2023,31.283333333333335,Team Whales,Team Secret,4,2,1,0,13,7,3,0,112,73,133,38,Blue,9.483333333333333,Red,9.916666666666666,Poppy, Rumble, Jayce, Viego, Vi,LeBlanc, Nocturne, Tristana, Renekton, Alistar,Jax, Sejuani, Azir, Xayah, Nautilus,Aatrox, Rell, Neeko, Zeri, Rakan, 0/5/0,235, 0/2/3,129, 1/1/2,317, 3/1/1,348, 0/4/3,33, 3/2/5,287, 0/1/13,143, 2/1/4,269, 8/0/3,384, 0/0/12,38
VCS Summer Playoffs 2023,8/20/2023,29.683333333333334,Team Whales,Team Secret,8,4,0,0,15,8,4,2,91,53,111,31,Red,8.366666666666667,Blue,9.016666666666667,Poppy, Rumble, Aatrox, Rakan, Malphite,LeBlanc, Nocturne, Sejuani, Kaisa, Zeri,KSante, Ivern, Tristana, Sivir, Alistar,Gwen, Maokai, Jayce, Xayah, Rell, 2/4/1,211, 0/4/4,110, 4/2/2,265, 2/3/0,301, 0/2/4,27, 2/5/4,213, 0/0/13,165, 4/2/6,278, 9/0/3,343, 0/1/11,27
VCS Summer Playoffs 2023,8/20/2023,22.3,Team Secret,Team Whales,13,9,3,1,4,0,0,0,75,27,71,35,Blue,7.45,Blue,9.183333333333334,Nocturne, Sejuani, LeBlanc, Nautilus, Rakan,Aatrox, Xayah, Zeri, Ivern, Aphelios,Renekton, Rumble, Tristana, Ezreal, Rell,Jax, Maokai, Jayce, Kaisa, Alistar, 2/0/3,198, 8/1/4,147, 0/0/1,255, 2/0/8,230, 1/3/5,29, 0/3/0,191, 2/2/1,103, 1/2/0,222, 1/3/3,224, 0/3/2,30
LCK Summer Playoffs 2023,8/20/2023,31.066666666666666,Gen.G eSports,T1,21,8,4,1,4,3,0,1,96,52,116,53,Blue,7.966666666666667,Red,8.566666666666666,Xayah, Neeko, Azir, Lulu, Nautilus,Alistar, Tristana, Yone, Jax, Ahri,Camille, Sejuani, Taliyah, Zeri, Rakan,Aatrox, Maokai, Jayce, Lucian, Nami, 4/2/10,215, 0/0/15,200, 3/1/12,230, 12/0/6,362, 2/1/14,37, 1/6/2,193, 1/4/2,149, 1/4/1,272, 0/4/1,311, 1/3/2,8
LCK Summer Playoffs 2023,8/20/2023,30.383333333333333,T1,Gen.G eSports,4,1,2,0,19,9,2,1,98,54,93,43,Blue,11.083333333333334,Red,10.066666666666666,Tristana, Alistar, Nautilus, Taliyah, Jax,Xayah, Neeko, Azir, Jayce, Gragas,KSante, Maokai, Ahri, Aphelios, Lulu,Aatrox, Sejuani, Sylas, Zeri, Blitzcrank, 1/5/0,214, 2/5/2,131, 1/3/3,256, 0/2/2,339, 0/4/2,11, 3/1/5,305, 1/1/14,176, 2/1/9,251, 12/0/3,335, 1/1/11,37
LCK Summer Playoffs 2023,8/20/2023,36.96666666666667,Gen.G eSports,T1,24,9,1,1,15,4,3,1,142,48,127,67,Red,9.333333333333334,Red,10.85,Xayah, Neeko, Azir, Aatrox, LeBlanc,Alistar, Tristana, Zeri, Sylas, Yone,Jax, Maokai, KSante, Nilah, Rakan,Gnar, Sejuani, Taliyah, Draven, Nautilus, 6/3/8,260, 4/3/16,183, 4/3/10,257, 10/3/7,345, 0/3/19,51, 4/3/5,317, 2/6/10,160, 5/5/6,260, 3/5/10,331, 1/6/12,42
PCS Summer Playoffs 2023,8/20/2023,44.06666666666667,J Team,Frank Esports,15,7,3,0,20,9,3,4,165,60,152,70,Blue,9.6,Blue,9.15,Kaisa, LeBlanc, Neeko, Rakan, Xerath,Tristana, Milio, Jayce, Zeri, Zyra,Jax, Sejuani, Azir, Ashe, Braum,Gragas, Poppy, Taliyah, Xayah, Alistar, 3/2/3,411, 0/5/14,223, 8/3/4,420, 3/6/6,343, 1/4/12,26, 1/4/10,382, 2/2/18,183, 9/2/10,361, 8/2/10,424, 0/5/17,33
PCS Summer Playoffs 2023,8/20/2023,35.46666666666667,J Team,Frank Esports,6,5,0,1,19,9,5,2,123,54,132,42,Red,10.65,Red,9.15,Kaisa, Neeko, Alistar, Taliyah, Annie,Tristana, Milio, Jayce, Sivir, Braum,Jax, Sejuani, LeBlanc, Zeri, Rell,Gragas, Poppy, Azir, Xayah, Nautilus, 0/4/2,328, 0/4/5,163, 3/3/2,304, 3/4/0,358, 0/4/4,28, 2/1/7,312, 2/2/8,157, 8/1/7,334, 5/0/5,433, 2/2/11,42
PCS Summer Playoffs 2023,8/20/2023,26.433333333333334,Frank Esports,J Team,16,10,2,1,2,1,1,0,77,28,84,37,Red,8.3,Blue,8.566666666666666,Tristana, Milio, Poppy, Rakan, Jax,Kaisa, LeBlanc, Alistar, Gragas, Lillia,Udyr, Rell, Jayce, Aphelios, Nautilus,Gangplank, Maokai, Azir, Xayah, Heimerdinger, 2/0/11,262, 2/2/11,156, 5/0/6,254, 6/0/5,257, 1/0/10,28, 1/3/0,220, 0/2/1,127, 0/2/1,232, 1/5/1,221, 0/4/1,18
VCS Summer Playoffs 2023,8/19/2023,31.633333333333333,Saigon Buffalo,GAM Esports,16,11,4,1,4,3,0,0,161,70,132,71,Blue,8.883333333333333,Red,8.6,Renekton, Jax, Poppy, Gwen, Nocturne,Varus, Alistar, Maokai, Rumble, Nautilus,KSante, Ivern, Tristana, Xayah, Rakan,Malphite, KhaZix, Syndra, Kaisa, Rell, 4/1/9,225, 1/1/10,151, 8/0/6,327, 3/0/12,322, 0/2/16,40, 1/3/2,249, 0/3/4,182, 1/3/1,297, 2/3/2,319, 0/4/3,36
VCS Summer Playoffs 2023,8/19/2023,26.433333333333334,Saigon Buffalo,GAM Esports,4,2,0,0,19,10,3,1,87,47,90,32,Red,11.7,Red,9.216666666666667,Renekton, Jax, Rell, Gwen, Poppy,Varus, Tristana, Maokai, Zeri, Nilah,KSante, Nocturne, LeBlanc, Lucian, Alistar,Ornn, Wukong, Viktor, Xayah, Rakan, 0/4/3,211, 2/5/0,160, 0/3/1,242, 2/2/0,266, 0/5/1,31, 1/1/9,214, 6/0/5,178, 6/1/8,289, 3/2/5,280, 3/0/13,46
VCS Summer Playoffs 2023,8/19/2023,28.666666666666668,Saigon Buffalo,GAM Esports,12,3,1,0,26,10,3,1,103,43,97,30,Red,7.6,Red,8.516666666666667,Renekton, Jax, Xayah, Wukong, Viego,Varus, Tristana, Maokai, Kaisa, Ashe,Rumble, Nocturne, Jayce, Aphelios, Rakan,Aatrox, Rell, Syndra, Zeri, Lulu, 3/2/7,215, 1/8/8,131, 3/6/3,269, 4/5/2,252, 1/5/7,29, 2/4/7,211, 3/3/19,156, 4/1/9,236, 17/2/7,285, 0/2/19,12
VCS Summer Playoffs 2023,8/19/2023,30,Saigon Buffalo,GAM Esports,13,1,2,1,22,10,3,1,97,56,119,41,Blue,6.6,Blue,8.383333333333333,Renekton, Jax, Rell, Gwen, Orianna,Varus, Tristana, Maokai, Nautilus, Rakan,KSante, Nocturne, Taliyah, Xayah, Zyra,Ornn, Wukong, LeBlanc, Zeri, Lulu, 3/3/2,247, 2/5/4,181, 2/6/8,234, 3/3/4,312, 3/5/8,17, 1/2/14,229, 4/3/7,202, 8/4/10,295, 9/2/5,333, 0/2/16,33
PCS Summer Playoffs 2023,8/19/2023,30.5,Deep Cross Gaming,CTBC Flying Oyster,12,2,0,0,19,7,4,1,122,70,121,52,Red,6.7,Red,9.35,Neeko, LeBlanc, Xayah, Jax, Renekton,Tristana, Azir, Jayce, Alistar, Nautilus,Aatrox, Sejuani, Syndra, Kaisa, Rakan,Gwen, Maokai, Yone, Varus, Rell, 4/3/3,231, 3/5/5,162, 1/1/8,283, 3/6/5,254, 1/4/7,31, 6/2/4,251, 2/2/11,152, 2/2/8,260, 8/1/7,287, 1/5/16,40
PCS Summer Playoffs 2023,8/19/2023,32.63333333333333,Deep Cross Gaming,CTBC Flying Oyster,21,7,2,1,17,3,2,0,125,47,100,61,Red,6.683333333333334,Red,9.45,Neeko, LeBlanc, Sejuani, Nocturne, Vi,Tristana, Azir, Maokai, Rumble, Rakan,Gragas, Poppy, Jayce, Xayah, Leona,Gwen, Rell, Ahri, Kaisa, Nautilus, 4/4/12,225, 1/4/14,131, 7/4/12,293, 8/1/8,315, 1/4/14,38, 6/5/8,246, 0/4/13,141, 4/0/10,276, 6/5/6,300, 1/7/6,40
PCS Summer Playoffs 2023,8/19/2023,60.06666666666667,CTBC Flying Oyster,Deep Cross Gaming,26,11,6,4,19,9,3,2,214,104,233,88,Red,7.266666666666667,Red,8.766666666666667,Tristana, Jayce, Maokai, Taliyah, Nautilus,Neeko, LeBlanc, Xayah, Zeri, Jax,KSante, Poppy, Azir, Vayne, Rell,Renekton, Sejuani, Syndra, Kaisa, Zyra, 1/3/14,387, 1/1/23,236, 8/6/10,508, 15/3/8,521, 1/6/20,37, 2/6/12,500, 1/3/10,260, 5/6/8,464, 11/3/6,594, 0/8/13,32
PCS Summer Playoffs 2023,8/19/2023,32,Deep Cross Gaming,CTBC Flying Oyster,5,3,2,0,16,8,3,2,119,44,117,47,Blue,8.266666666666667,Red,8.45,Neeko, LeBlanc, Sejuani, Rakan, Gragas,Tristana, Azir, Jayce, Syndra, Taliyah,Jax, Maokai, Orianna, Aphelios, Alistar,Rumble, Rell, Yone, Xayah, Nautilus, 1/1/4,280, 2/5/3,142, 2/5/2,239, 0/2/1,311, 0/3/3,33, 3/3/4,256, 2/0/10,155, 4/1/3,288, 7/1/4,372, 0/0/7,37
LCK Summer Playoffs 2023,8/19/2023,31.5,T1,KT Rolster,13,9,3,0,4,2,2,1,125,44,104,65,Red,6.216666666666667,Blue,9.166666666666666,Alistar, Nautilus, Blitzcrank, Leona, Amumu,Rakan, Rell, Xayah, Lucian, Thresh,Aatrox, Maokai, Azir, Zeri, Lulu,KSante, Sejuani, Xerath, Kaisa, Singed, 5/1/6,317, 1/0/12,151, 2/1/8,308, 5/1/7,380, 0/1/12,32, 1/1/2,244, 0/3/0,181, 1/5/0,260, 2/1/1,337, 0/3/1,35
LCK Summer Playoffs 2023,8/19/2023,32.15,KT Rolster,T1,5,2,2,0,14,10,2,1,116,52,112,59,Blue,8,Red,8.416666666666666,Poppy, Maokai, Lucian, Nilah, Rell,Alistar, Nautilus, Neeko, Taliyah, Xerath,Renekton, Viego, Annie, Zeri, Rakan,Aatrox, Sejuani, Azir, Xayah, Lulu, 0/4/3,265, 1/2/1,190, 2/1/3,219, 2/3/0,361, 0/4/4,39, 6/2/5,320, 2/0/10,157, 1/1/4,256, 4/1/7,346, 1/1/12,11
LCK Summer Playoffs 2023,8/19/2023,27.8,KT Rolster,T1,16,11,3,1,3,2,1,0,117,33,99,56,Red,7.266666666666667,Blue,8.866666666666667,Maokai, Sejuani, Azir, Poppy, Ahri,Alistar, Nautilus, Neeko, Kaisa, Xayah,KSante, Rell, Tristana, Zeri, Rakan,Aatrox, KhaZix, Cassiopeia, Aphelios, Lulu, 1/0/3,255, 2/1/11,134, 5/1/8,269, 8/0/6,315, 0/1/12,39, 0/2/0,232, 1/3/1,144, 2/4/1,212, 0/3/3,320, 0/4/3,11
LCK Summer Playoffs 2023,8/19/2023,37.21666666666667,T1,KT Rolster,9,5,1,1,22,9,4,1,153,55,126,72,Blue,10.25,Blue,12.866666666666667,Alistar, Nautilus, Tristana, Taliyah, Aatrox,Maokai, Azir, Sejuani, Nocturne, Lee Sin,Gragas, Poppy, Neeko, Zeri, Lulu,Ryze, Rell, Ahri, Xayah, Rakan, 2/3/3,233, 3/5/5,174, 1/5/6,276, 3/5/6,419, 0/5/9,16, 4/0/9,333, 3/3/17,160, 4/1/12,248, 10/1/7,385, 1/4/17,44
LCK Summer Playoffs 2023,8/19/2023,40.983333333333334,T1,KT Rolster,21,9,4,1,11,4,2,2,151,85,167,78,Blue,6.833333333333333,Red,9.066666666666666,Alistar, Rell, Tristana, Ahri, Jax,Maokai, Azir, Sejuani, Nautilus, Aatrox,Gnar, Nocturne, Neeko, Xayah, Lulu,Renekton, Poppy, Veigar, Zeri, Rakan, 2/2/13,351, 3/4/9,222, 6/2/11,289, 10/1/9,470, 0/2/18,22, 0/5/7,323, 1/6/5,173, 3/4/5,271, 7/2/3,442, 0/4/9,49
LCK CL Summer Playoffs 2023,8/18/2023,34.36666666666667,HLE Challengers,DRX Challengers,11,3,0,1,18,9,5,1,133,53,103,54,Red,7.1,Blue,9.266666666666667,Poppy, Nocturne, Xayah, Ezreal, Sivir,Tristana, LeBlanc, Kaisa, Zeri, Varus,Renekton, Maokai, Jayce, Ziggs, Rell,Jax, Sejuani, Azir, Aphelios, Rakan, 4/3/5,306, 1/5/5,171, 2/4/7,302, 4/1/5,348, 0/5/9,38, 3/1/3,323, 1/1/12,173, 7/3/6,354, 5/2/11,356, 2/4/14,41
LCK CL Summer Playoffs 2023,8/18/2023,27.666666666666668,HLE Challengers,DRX Challengers,5,1,0,0,20,11,4,2,97,28,74,35,Red,6.666666666666667,Blue,8.416666666666666,Poppy, Nocturne, Maokai, Renekton, Rumble,Tristana, LeBlanc, Kaisa, Nautilus, Ahri,Jax, Vi, Taliyah, Xayah, Rell,KSante, Sejuani, Azir, Aphelios, Rakan, 1/4/2,228, 0/6/4,147, 1/5/4,224, 3/2/2,270, 0/3/4,31, 7/1/6,202, 4/0/13,155, 5/1/6,270, 2/1/7,265, 2/2/12,33
LCK CL Summer Playoffs 2023,8/18/2023,39.88333333333333,DRX Challengers,HLE Challengers,28,9,5,1,11,4,1,1,133,58,144,62,Blue,7.75,Red,8.666666666666666,Nocturne, Jayce, Jax, Rakan, Blitzcrank,Tristana, LeBlanc, Maokai, Alistar, Vi,KSante, Sejuani, Yone, Kaisa, Rell,Renekton, Poppy, Azir, Aphelios, Nautilus, 2/2/6,264, 4/2/21,206, 9/1/11,403, 10/2/11,390, 3/4/20,47, 2/1/6,370, 4/9/6,141, 2/7/5,278, 2/5/8,383, 1/6/5,27
PCS Summer Playoffs 2023,8/18/2023,31.983333333333334,Chief Esports Club,Frank Esports,6,3,2,0,12,9,2,1,96,51,103,38,Red,6.916666666666667,Red,9.066666666666666,Viego, Xayah, Vi, Nautilus, Rakan,Neeko, Tristana, Kaisa, Ornn, Poppy,Gragas, Ivern, Jayce, Zeri, Alistar,Renekton, Maokai, LeBlanc, Aphelios, Leona, 0/2/3,236, 0/2/4,146, 5/4/1,277, 1/2/4,333, 0/2/5,26, 3/2/6,271, 2/1/8,162, 3/1/6,309, 2/1/7,324, 2/1/8,42
PCS Summer Playoffs 2023,8/18/2023,23.616666666666667,Chief Esports Club,Frank Esports,9,2,1,0,21,9,2,1,79,38,85,32,Red,6.466666666666667,Blue,8.55,Viego, Sejuani, LeBlanc, Alistar, Nautilus,Neeko, Tristana, Maokai, Nocturne, Vi,Renekton, Lillia, Azir, Xayah, Rakan,Ornn, Poppy, Jayce, Kaisa, Rell, 0/5/3,173, 5/4/4,126, 1/4/6,206, 2/4/3,184, 1/4/6,31, 3/3/7,190, 6/2/8,141, 6/0/10,216, 5/2/13,216, 1/2/16,38
PCS Summer Playoffs 2023,8/18/2023,43.1,Frank Esports,Chief Esports Club,8,7,1,1,18,6,5,2,161,62,138,79,Red,9.35,Blue,9.35,Neeko, Tristana, Jayce, Xayah, Draven,Maokai, Poppy, Kaisa, Rell, Varus,Jax, Sejuani, LeBlanc, Zeri, Rakan,Gragas, Viego, Annie, Aphelios, Alistar, 0/3/5,339, 5/6/3,211, 1/3/3,352, 2/4/4,428, 0/3/6,48, 3/3/5,341, 3/1/10,235, 0/2/13,330, 12/0/3,406, 0/2/13,41
PCS Summer Playoffs 2023,8/18/2023,24.4,Frank Esports,Chief Esports Club,13,9,2,1,4,0,1,0,74,32,82,37,Blue,9.75,Blue,8.533333333333333,Neeko, Tristana, Sejuani, Aphelios, Zeri,Maokai, Poppy, Kaisa, Jax, Gwen,Udyr, Rell, Jayce, Xayah, Leona,Ornn, Viego, Ahri, Draven, Alistar, 0/0/7,222, 1/1/11,135, 5/0/6,222, 7/0/4,257, 0/3/9,24, 0/1/2,186, 1/4/1,137, 1/2/2,218, 1/2/0,203, 1/4/1,33
