Tournament,Date,Game Time,Blue Team,Red Team,Blue Kills,Blue Turrets,Blue Dragons,Blue Barons,Red Kills,Red Turrets,Red Dragons,Red Barons,Blue Wards Placed,Blue Wards Destroyed,Red Wards Placed,Red Wards Destroyed,First Dragon Team,First Dragon Time,First Rift Herald Team,First Rift Herald Time,Blue Bans 1,Blue Bans 2,Blue Bans 3,Blue Bans 4,Blue Bans 5,Red Bans 1,Red Bans 2,Red Bans 3,Red Bans 4,Red Bans 5,Blue Top,Blue Jungle,Blue Mid,Blue Bot,Blue Support,Red Top,Red Jungle,Red Mid,Red Bot,Red Support,Blue Top KDA,Blue Top CS,Blue Jungle KDA,Blue Jungle CS,Blue Mid KDA,Blue Mid CS,Blue Bot KDA,Blue Bot CS,Blue Support KDA,Blue Support CS,Red Top KDA,Red Top CS,Red Jungle KDA,Red Jungle CS,Red Mid KDA,Red Mid CS,Red Bot KDA,Red Bot CS,Red Support KDA,Red Support CS
EMEA Masters Play-In Summer 2023,8/17/2023,28.25,FUT Esports,Dsyre Esports,31,11,3,1,14,1,0,0,82,24,68,47,Blue,11.45,Blue,9.116666666666667,Xayah, Jax, Maokai, Varus, Lillia,Kaisa, Tristana, Sejuani, Ahri, Azir,Aatrox, Poppy, LeBlanc, Samira, Rell,Rumble, Trundle, Jayce, Draven, Rakan, 2/3/5,215, 5/2/11,120, 12/1/5,260, 10/5/11,227, 2/3/21,39, 5/3/7,211, 4/7/6,125, 4/6/6,230, 1/8/2,168, 0/7/10,42
EMEA Masters Play-In Summer 2023,8/17/2023,39.666666666666664,Dsyre Esports,FUT Esports,20,9,2,1,15,3,4,1,131,107,179,72,Red,9.583333333333334,Blue,8.6,LeBlanc, Poppy, Jayce, Aphelios, Ezreal,Jax, Kaisa, Tristana, Maokai, Trundle,Rumble, Nocturne, Ahri, Xayah, Rakan,Ornn, Sejuani, Azir, Zeri, Rell, 3/4/10,316, 2/3/9,245, 7/0/8,342, 7/3/5,374, 1/5/11,57, 1/4/10,228, 3/4/9,181, 4/5/0,361, 7/3/7,415, 0/4/11,55
EMEA Masters Play-In Summer 2023,8/17/2023,28.533333333333335,FUT Esports,Dsyre Esports,10,2,0,0,20,11,3,2,81,37,103,38,Red,12.1,Red,10.366666666666667,Jax, Rumble, Rakan, Xayah, Varus,LeBlanc, Tristana, Poppy, Nautilus, Alistar,Aatrox, Amumu, Jayce, Kaisa, Gragas,Renekton, Maokai, Ahri, Sivir, Rell, 1/5/2,217, 1/5/4,159, 3/5/1,290, 5/3/3,288, 0/2/3,35, 4/2/10,235, 4/1/10,145, 8/2/7,230, 4/3/6,263, 0/2/14,41
EMEA Masters Play-In Summer 2023,8/17/2023,35.266666666666666,Anorthosis Famagusta Esports,Anubis Gaming,19,10,2,1,10,5,3,1,112,44,99,51,Red,7.85,Red,8.65,Sejuani, Varus, Maokai, Braum, Rakan,Xayah, Rell, Rumble, Sivir, Jinx,Renekton, Rengar, Ivern, Tristana, Alistar,Jax, Poppy, LeBlanc, Kaisa, Nautilus, 2/1/7,326, 4/3/12,201, 1/2/15,228, 11/1/6,351, 1/3/11,31, 2/2/4,273, 0/4/8,205, 3/4/5,285, 4/4/1,303, 1/5/6,43
EMEA Masters Play-In Summer 2023,8/17/2023,26.416666666666668,Anorthosis Famagusta Esports,Anubis Gaming,30,10,1,1,8,1,2,0,84,21,69,46,Red,6.383333333333334,Blue,8.633333333333333,Sejuani, Varus, Maokai, Poppy, LeBlanc,Xayah, Rell, Rumble, Renekton, Sivir,Kled, Rengar, Ivern, Tristana, Alistar,Aatrox, Trundle, Syndra, Kaisa, Rakan, 5/2/5,198, 10/2/13,155, 1/0/22,151, 13/0/8,232, 1/4/22,30, 3/5/2,202, 1/7/7,134, 2/5/3,205, 2/6/3,194, 0/7/5,29
LCS Championship 2023,8/19/2023,30.7,NRG,Team Liquid,16,10,2,1,10,6,3,1,115,58,154,54,Red,5.783333333333333,Red,8.866666666666667,Ziggs, Cassiopeia, Taric, Rell, Jax,Jayce, Renekton, Azir, Maokai, Ivern,Rumble, Sejuani, Tristana, Kaisa, Rakan,Aatrox, Viego, Neeko, Xayah, Nautilus, 4/3/8,236, 2/2/10,167, 2/2/7,307, 6/2/10,281, 2/1/11,40, 2/2/3,242, 3/1/4,194, 3/3/5,279, 2/3/6,263, 0/7/8,46
LCS Championship 2023,8/19/2023,34.766666666666666,NRG,Team Liquid,13,6,1,0,16,10,5,2,114,88,161,60,Red,5.516666666666667,Red,9.083333333333334,Ziggs, Jax, Tristana, Xayah, Fiora,Jayce, Renekton, Azir, KhaZix, Poppy,KSante, Trundle, LeBlanc, Kaisa, Rakan,Gwen, Viego, Neeko, Draven, Rell, 1/4/5,222, 2/7/5,174, 3/1/8,309, 7/3/5,322, 0/1/9,42, 4/3/9,324, 2/2/10,209, 2/5/8,246, 7/1/5,284, 1/2/14,46
LCS Championship 2023,8/19/2023,23.333333333333332,NRG,Team Liquid,20,7,3,1,10,1,0,0,67,29,78,27,Blue,7.15,Blue,8.666666666666666,Cassiopeia, Ziggs, Viego, Kindred, Gwen,Jayce, Renekton, Xayah, Rumble, Alistar,KSante, Maokai, Tristana, Ezreal, Braum,Aatrox, Nocturne, Neeko, Kaisa, Rell, 6/1/2,212, 3/3/12,136, 7/2/9,204, 4/3/8,176, 0/1/18,33, 1/1/3,236, 3/3/4,147, 3/6/4,176, 2/5/7,209, 1/5/6,30
LCS Championship 2023,8/19/2023,18.95,Team Liquid,NRG,17,8,2,0,4,0,1,0,48,15,67,20,Blue,5.766666666666667,Blue,8.55,Jayce, Renekton, Xayah, Azir, LeBlanc,Viego, Tristana, Ziggs, Alistar, Nautilus,Jax, Lee Sin, Neeko, Kaisa, Rakan,KSante, Poppy, Aurelion Sol, Ezreal, Rell, 3/1/8,157, 6/0/2,117, 2/1/1,180, 5/1/4,168, 1/1/7,27, 1/3/0,120, 0/4/4,109, 3/3/0,136, 0/3/1,155, 0/4/1,27
LCS Championship 2023,8/19/2023,35.166666666666664,NRG,Team Liquid,20,10,4,3,4,7,1,0,122,46,120,57,Red,6.266666666666667,Blue,8.45,Ziggs, Cassiopeia, Viego, Jax, Nocturne,Jayce, Kaisa, Tristana, Renekton, Rakan,Rumble, Poppy, Azir, Xayah, Alistar,Gnar, Rell, Xerath, Zeri, Nautilus, 7/2/5,257, 4/0/13,151, 3/1/13,346, 5/1/10,336, 1/0/15,36, 0/6/2,325, 2/4/1,184, 1/4/2,325, 0/3/3,330, 1/3/2,44
EMEA Masters Play-In Summer 2023,8/17/2023,23.4,GTZ Esports,Entropiq,15,6,3,1,6,4,0,0,71,14,55,22,Blue,11.033333333333333,Red,8.766666666666667,Aatrox, Tristana, Sejuani, Ivern, Renekton,Ornn, Kindred, Azir, Alistar, Malphite,Sion, Maokai, Jayce, Varus, Braum,KSante, Rell, Yone, Kaisa, Rakan, 0/1/5,158, 3/2/7,122, 6/2/8,194, 6/1/7,194, 0/0/12,28, 1/2/1,176, 1/4/3,128, 0/5/4,175, 2/1/0,220, 2/3/2,26
EMEA Masters Play-In Summer 2023,8/17/2023,31.216666666666665,Entropiq,GTZ Esports,2,2,0,0,15,8,4,1,88,50,103,32,Red,7.3,Red,8.6,Ornn, Kindred, Azir, Viego, Nocturne,Aatrox, Tristana, Maokai, Kaisa, Xayah,Renekton, Sejuani, Jayce, Ezreal, Nautilus,Malphite, Poppy, Syndra, Varus, Braum, 0/4/1,240, 1/3/1,166, 0/3/1,246, 0/1/1,306, 1/4/0,38, 2/0/9,230, 2/1/9,177, 4/0/9,273, 6/1/5,266, 1/0/12,33
LCK CL Summer Playoffs 2023,8/17/2023,43.9,DK Challengers,NS Challengers,11,5,2,2,13,10,5,1,164,107,203,90,Red,8.2,Red,10.133333333333333,Tristana, Nocturne, Poppy, Xayah, Alistar,Vi, LeBlanc, Ahri, Aatrox, Renekton,KSante, Maokai, Jayce, Kaisa, Rakan,Jax, Sejuani, Azir, Zeri, Rell, 3/3/3,371, 1/3/6,227, 1/2/7,422, 6/1/3,516, 0/4/7,70, 4/3/3,408, 2/2/8,217, 1/2/10,395, 6/1/3,555, 0/3/10,40
LCK CL Summer Playoffs 2023,8/17/2023,26.333333333333332,DK Challengers,NS Challengers,13,8,3,1,5,0,1,0,80,42,78,40,Red,6.966666666666667,Blue,8.783333333333333,Tristana, Kaisa, Jax, Azir, Annie,Vi, LeBlanc, Ahri, Poppy, Nautilus,Renekton, Viego, Neeko, Aphelios, Alistar,KSante, Rell, Jayce, Xayah, Rakan, 1/0/5,272, 5/1/3,187, 5/1/5,235, 2/1/4,261, 0/2/10,32, 1/1/0,234, 0/3/4,135, 2/4/0,245, 2/1/1,290, 0/4/3,35
LCK CL Summer Playoffs 2023,8/17/2023,30.133333333333333,NS Challengers,DK Challengers,20,11,5,2,8,0,0,0,82,41,96,44,Blue,6.016666666666667,Blue,8.283333333333333,Vi, Ahri, LeBlanc, Aatrox, Alistar,Tristana, Kaisa, Neeko, Xerath, Taliyah,Jax, Sejuani, Yone, Xayah, Rakan,Gragas, Poppy, Azir, Aphelios, Rell, 4/4/4,240, 2/2/11,193, 6/2/5,285, 6/1/6,314, 2/0/16,39, 1/3/1,254, 0/3/5,138, 3/3/2,297, 2/4/3,283, 2/7/3,36
LCK CL Summer Playoffs 2023,8/17/2023,27.6,DK Challengers,NS Challengers,4,1,2,0,13,8,2,1,90,47,82,43,Blue,6.266666666666667,Blue,9.366666666666667,Tristana, Kaisa, Jax, Rakan, KSante,Vi, LeBlanc, Ahri, Viego, Lee Sin,Renekton, Sejuani, Neeko, Aphelios, Alistar,Gnar, Rell, Azir, Xayah, Nautilus, 0/2/2,267, 0/2/4,162, 0/5/3,216, 2/1/1,309, 2/3/2,26, 2/1/3,268, 1/2/12,142, 5/1/6,292, 5/0/4,287, 0/1/11,32
PCS Summer Playoffs 2023,8/17/2023,30.133333333333333,Team Bliss,CTBC Flying Oyster,4,4,3,0,16,11,2,2,111,64,135,44,Blue,6.466666666666667,Blue,8.333333333333334,Renekton, Xayah, Neeko, Kennen, Gragas,Rumble, Tristana, LeBlanc, Azir, Sylas,Jax, Sejuani, Ahri, Kaisa, Rakan,KSante, Maokai, Jayce, Aphelios, Alistar, 1/4/1,224, 2/5/2,156, 1/2/1,277, 0/3/2,279, 0/3/2,41, 3/0/8,223, 1/0/12,169, 7/1/7,308, 3/3/8,266, 2/0/12,42
PCS Summer Playoffs 2023,8/17/2023,30.8,Team Bliss,CTBC Flying Oyster,5,4,1,0,16,11,3,2,89,71,120,32,Blue,7.1,Blue,9.35,Renekton, Xayah, Neeko, Zeri, Ezreal,Rumble, Tristana, LeBlanc, Azir, Ahri,Jax, Sejuani, Syndra, Kaisa, Alistar,Poppy, Maokai, Jayce, Vayne, Rell, 0/3/0,242, 1/1/4,149, 1/4/1,292, 3/3/2,278, 0/5/4,23, 3/0/5,220, 0/2/10,160, 4/0/8,297, 9/1/5,298, 0/2/13,39
PCS Summer Playoffs 2023,8/17/2023,30.316666666666666,CTBC Flying Oyster,Team Bliss,26,9,2,2,15,3,2,0,99,52,141,52,Red,7.016666666666667,Blue,9.833333333333334,Rumble, Tristana, Maokai, Milio, Ashe,Xayah, Kaisa, Jayce, Draven, Vayne,Jax, Sejuani, Azir, Zeri, Rakan,Renekton, Poppy, LeBlanc, Sivir, Alistar, 7/2/5,234, 4/3/15,147, 2/2/12,248, 11/4/7,324, 2/4/17,39, 2/5/1,198, 3/6/5,118, 3/3/7,264, 7/3/4,298, 0/9/10,27
CBLOL Academy Split 2 Playoffs 2023,8/16/2023,26.433333333333334,Vivo Keyd Stars Academy,Liberty Academy,24,10,3,1,6,0,0,0,77,22,84,36,Blue,11.016666666666667,Blue,8.416666666666666,Ivern, Jax, Rakan, Nocturne, Rumble,Aatrox, Tristana, Maokai, Sejuani, Poppy,Renekton, Viego, LeBlanc, Xayah, Alistar,Ornn, Lee Sin, Neeko, Kaisa, Rell, 6/1/14,245, 8/1/13,179, 4/1/18,188, 6/1/14,223, 0/2/21,28, 2/5/3,186, 0/5/4,118, 2/4/4,181, 1/5/3,242, 1/5/4,33
CBLOL Academy Split 2 Playoffs 2023,8/16/2023,29.95,Vivo Keyd Stars Academy,Liberty Academy,12,9,1,1,10,1,4,0,111,31,96,53,Red,6.016666666666667,Blue,9.933333333333334,Ivern, Jax, Tristana, Nautilus, Rakan,Aatrox, Maokai, Xayah, Sejuani, Lee Sin,Renekton, KhaZix, LeBlanc, Zeri, Braum,Poppy, Viego, Annie, Kaisa, Alistar, 0/1/11,269, 5/1/4,178, 2/3/6,233, 5/2/6,272, 0/3/8,30, 2/2/6,216, 3/2/5,176, 2/3/4,228, 2/3/5,286, 1/2/8,30
CBLOL Academy Split 2 Playoffs 2023,8/16/2023,38.266666666666666,Liberty Academy,Vivo Keyd Stars Academy,19,11,3,2,19,5,3,1,134,43,133,51,Blue,6.033333333333333,Blue,9.833333333333334,Aatrox, LeBlanc, Renekton, Viego, Nocturne,Ivern, Rakan, Tristana, Xayah, Alistar,Jax, Sejuani, Azir, Aphelios, Braum,Rumble, Wukong, Neeko, Kaisa, Nautilus, 6/5/6,265, 0/4/14,163, 8/2/3,360, 5/5/5,299, 0/3/15,38, 10/1/5,298, 1/5/16,215, 2/5/14,266, 5/4/9,329, 1/4/15,28
CBLOL Academy Split 2 Playoffs 2023,8/16/2023,46.833333333333336,Vivo Keyd Stars Academy,Liberty Academy,13,5,2,1,17,9,5,3,165,78,190,67,Blue,10.516666666666667,Red,9.05,Ivern, Azir, Tristana, Gragas, Poppy,Aatrox, Renekton, LeBlanc, Yone, Neeko,Jax, Sejuani, Syndra, Zeri, Alistar,KSante, Maokai, Jayce, Kaisa, Nautilus, 0/1/7,398, 0/4/12,264, 6/5/3,328, 7/2/6,403, 0/5/13,24, 1/4/8,348, 1/2/14,223, 6/0/11,384, 9/1/5,391, 0/6/12,51
CBLOL Academy Split 2 Playoffs 2023,8/16/2023,28.483333333333334,Vivo Keyd Stars Academy,Liberty Academy,0,2,2,0,10,10,2,2,132,45,95,48,Blue,6.116666666666666,Blue,8.433333333333334,Azir, Tristana, Jax, Sivir, Varus,Aatrox, LeBlanc, Renekton, Gwen, Neeko,Fiora, Sejuani, Lucian, Kaisa, Nautilus,KSante, Maokai, Jayce, Xayah, Rakan, 0/0/0,273, 0/4/0,170, 0/1/0,271, 0/0/0,232, 0/5/0,27, 0/0/6,218, 2/0/8,155, 4/0/2,261, 3/0/7,256, 1/0/9,41
LLA Closing Playoffs 2023,8/15/2023,29.233333333333334,Estral Esports,Six Karma,12,9,4,1,4,4,0,0,109,41,96,55,Blue,7.783333333333333,Red,9.4,Poppy, Neeko, Rell, Sylas, Ahri,Rumble, Tristana, Jayce, Zeri, Sivir,Jax, Sejuani, LeBlanc, Aphelios, Alistar,Renekton, Maokai, Kaisa, Xayah, Rakan, 2/1/4,245, 3/0/7,172, 3/2/5,300, 4/0/5,304, 0/1/8,31, 1/4/2,202, 0/3/3,144, 2/1/2,241, 0/3/3,292, 1/1/2,40
LLA Closing Playoffs 2023,8/15/2023,35.6,Six Karma,Estral Esports,10,8,2,1,14,9,3,2,133,53,112,54,Red,6.55,Red,8.966666666666667,Rumble, Jayce, Tristana, Kaisa, Xayah,Sejuani, Neeko, Jax, Sivir, Zeri,Poppy, Nocturne, LeBlanc, Ashe, Alistar,Renekton, Viego, Annie, Aphelios, Rell, 0/4/8,223, 5/3/3,210, 1/2/4,315, 4/3/2,308, 0/2/7,54, 2/4/8,271, 5/1/5,220, 3/3/7,261, 4/1/6,376, 0/1/10,31
LLA Closing Playoffs 2023,8/15/2023,37.56666666666667,Six Karma,Estral Esports,24,9,3,2,13,5,3,1,144,59,155,71,Red,5.966666666666667,Red,8.983333333333333,Rumble, Jayce, Tristana, Jax, KSante,Sejuani, Neeko, Poppy, Alistar, Viego,Renekton, RekSai, LeBlanc, Zeri, Rakan,Gragas, Lee Sin, Annie, Kaisa, Rell, 2/3/12,236, 8/1/15,248, 1/5/12,306, 12/2/8,433, 1/2/19,47, 2/6/4,193, 1/3/10,222, 1/4/7,254, 9/3/3,424, 0/8/11,32
LLA Closing Playoffs 2023,8/15/2023,40.13333333333333,Estral Esports,Six Karma,19,9,1,3,24,7,4,0,131,64,146,66,Blue,7.566666666666666,Red,8.766666666666667,Poppy, Neeko, LeBlanc, Ahri, Sylas,Rumble, Tristana, Sejuani, Kaisa, Xayah,KSante, Maokai, Jayce, Sivir, Alistar,Renekton, Vi, Gragas, Zeri, Rell, 6/5/6,205, 0/4/15,205, 5/8/9,216, 5/4/10,436, 3/3/13,24, 3/6/9,280, 5/3/15,243, 3/3/16,205, 12/3/5,381, 1/4/20,46
LLA Closing Playoffs 2023,8/15/2023,33.46666666666667,Estral Esports,Six Karma,17,11,2,2,11,4,3,0,111,51,114,53,Red,5.983333333333333,Blue,8.7,Poppy, Neeko, LeBlanc, Zeri, Vi,Rumble, Tristana, Sejuani, Alistar, Rakan,Renekton, Maokai, Azir, Kaisa, Nautilus,Jax, Nocturne, Ahri, Xayah, Rell, 3/4/1,229, 1/1/16,177, 3/2/10,321, 10/2/5,342, 0/2/16,29, 3/3/4,243, 2/3/5,219, 2/2/5,278, 4/4/5,321, 0/5/8,40
EMEA Masters Play-In Summer 2023,8/15/2023,35.75,Nigma Galaxy Male,Dsyre Esports,10,3,1,0,20,9,4,2,114,56,113,52,Red,12.6,Blue,9.433333333333334,Maokai, Rakan, Rumble, Jayce, Azir,LeBlanc, Aatrox, Varus, Trundle, Lillia,KSante, Lee Sin, Syndra, Kaisa, Rell,Jax, Sejuani, Ahri, Xayah, Nautilus, 3/2/2,229, 4/7/2,208, 1/3/4,301, 1/3/5,315, 1/5/6,39, 8/4/3,254, 0/0/12,166, 6/1/5,266, 5/1/9,375, 1/4/8,40
EMEA Masters Play-In Summer 2023,8/15/2023,38.916666666666664,Diamant Esports,Anubis Gaming,6,4,1,0,23,11,4,2,137,56,117,54,Red,10.133333333333333,Red,8.4,Ivern, LeBlanc, Sejuani, Nautilus, Zeri,Azir, Xayah, Rell, Ashe, Rakan,Kennen, Maokai, Tristana, Sivir, Alistar,Rumble, Amumu, Jayce, Kaisa, Leona, 0/5/5,305, 0/5/5,161, 2/6/4,324, 4/3/2,409, 0/4/5,42, 5/2/7,286, 2/3/10,223, 10/0/8,336, 6/1/11,356, 0/0/9,45
EMEA Masters Play-In Summer 2023,8/15/2023,24.416666666666668,Nord Esports,WLGaming Esports,4,1,0,0,15,8,3,1,72,32,61,31,Red,8.983333333333333,Blue,9.25,Trundle, Aphelios, Alistar, Tristana, Sivir,Xayah, Poppy, Kaisa, LeBlanc, Jax,Sejuani, Viego, Swain, Zeri, Rakan,Renekton, Maokai, Ahri, Jinx, Nautilus, 0/4/3,175, 1/3/2,148, 2/3/1,219, 0/3/3,249, 1/2/2,32, 2/2/7,210, 3/1/12,149, 4/0/9,248, 5/1/2,259, 1/0/11,32
EMEA Masters Play-In Summer 2023,8/15/2023,27.15,Diamant Esports,Anubis Gaming,19,10,3,1,4,1,1,0,94,26,75,42,Blue,9.2,Blue,10.65,Ivern, LeBlanc, Sejuani, Malphite, Nautilus,Xayah, Azir, Maokai, Ashe, Sivir,Kennen, Rell, Tristana, Zeri, Rakan,KSante, Gragas, Jayce, Kaisa, Alistar, 0/1/8,215, 3/1/13,142, 8/1/6,255, 8/0/5,269, 0/1/11,32, 0/4/0,194, 0/2/3,182, 0/7/1,218, 3/4/1,250, 1/2/3,28
EMEA Masters Play-In Summer 2023,8/15/2023,30.9,Entropiq,FUT Esports,6,2,0,0,18,9,4,2,96,46,108,34,Red,5.633333333333333,Blue,8.85,Rumble, Xayah, Jayce, Yone, Akali,LeBlanc, Tristana, Kaisa, Alistar, Rakan,Aatrox, Poppy, Azir, KogMaw, Braum,Renekton, Sejuani, Ahri, Ezreal, Rell, 0/3/4,205, 0/2/6,159, 2/4/1,302, 4/5/1,246, 0/4/3,39, 3/0/8,261, 0/2/12,147, 5/2/5,276, 9/1/3,302, 1/1/12,35
EMEA Masters Play-In Summer 2023,8/15/2023,27.116666666666667,Anorthosis Famagusta Esports,Partizan Esports,13,11,4,1,3,2,0,0,71,23,75,37,Blue,8.416666666666666,Blue,9.466666666666667,Braum, Tristana, Rakan, Lillia, Yasuo,Ivern, Rell, Maokai, Poppy, Trundle,Rumble, Lee Sin, LeBlanc, Xayah, Taric,Ornn, KhaZix, Kaisa, Zeri, Alistar, 1/1/7,246, 1/1/10,188, 5/0/6,269, 6/0/4,292, 0/1/12,38, 1/4/1,179, 0/3/2,146, 1/1/2,291, 1/2/0,281, 0/3/3,21
EMEA Masters Play-In Summer 2023,8/15/2023,24.116666666666667,KRC Genk Esports,GTZ Esports,13,5,2,0,14,6,1,1,74,13,50,20,Blue,9.45,Red,10.45,Kindred, Azir, Maokai, Xayah, Nautilus,Aatrox, Sejuani, Poppy, Braum, Rell,Warwick, Nocturne, Zed, Varus, Janna,Ornn, Lee Sin, Syndra, Samira, Alistar, 1/4/1,173, 3/2/5,137, 3/3/0,231, 6/4/4,204, 0/1/12,14, 0/1/5,177, 1/3/10,124, 1/3/9,208, 8/2/3,204, 4/4/9,22
EMEA Masters Play-In Summer 2023,8/15/2023,23.816666666666666,Team GO,BRUTE,23,9,2,1,4,0,0,0,60,16,65,20,Blue,10.2,Red,8.833333333333334,Tristana, Rell, Jayce, Alistar, Poppy,Ivern, LeBlanc, Kaisa, Gnar, Rumble,Urgot, Maokai, Gragas, Yasuo, Rakan,Renekton, Sejuani, Orianna, Varus, Nasus, 3/0/2,233, 4/1/4,113, 8/1/6,159, 7/1/8,187, 1/1/16,34, 2/1/0,217, 0/4/3,153, 1/5/1,154, 1/5/1,150, 0/8/1,12
EMEA Masters Play-In Summer 2023,8/15/2023,27.866666666666667,White Dragons,Team 7AM,4,3,1,0,21,11,1,1,72,25,68,25,Blue,10.9,Blue,8.466666666666667,Draven, Rumble, Cassiopeia, Alistar, Nautilus,LeBlanc, Ashe, Renekton, Sejuani, Ivern,Kennen, Jarvan IV, Zoe, Tristana, Rell,Aatrox, Maokai, Jayce, Kaisa, Braum, 0/3/1,213, 1/5/2,143, 1/2/1,259, 2/4/1,252, 0/7/4,31, 5/1/3,233, 4/1/13,138, 2/1/11,252, 10/0/3,259, 0/1/16,27
CBLOL Academy Split 2 Playoffs 2023,8/15/2023,29.383333333333333,KaBuM! Academy,RED Academy,5,2,1,0,11,10,2,1,108,43,107,47,Red,11.316666666666666,Red,9.05,Poppy, Ivern, Rell, Zeri, Draven,Tristana, Jayce, Xayah, Rumble, Jax,Aatrox, Sejuani, Neeko, Kaisa, Lulu,Renekton, Maokai, Azir, Varus, Alistar, 2/1/1,228, 2/2/2,188, 0/1/1,239, 1/4/1,276, 0/3/3,40, 2/3/8,244, 0/0/10,155, 5/0/2,307, 4/2/3,228, 0/0/10,33
CBLOL Academy Split 2 Playoffs 2023,8/15/2023,29.983333333333334,KaBuM! Academy,RED Academy,20,9,4,1,10,2,0,0,118,35,99,56,Blue,6.033333333333333,Red,12.666666666666666,Ivern, Poppy, Renekton, Zeri, Draven,Tristana, Jayce, Xayah, Rakan, Pyke,Jax, Sejuani, Neeko, Kaisa, Maokai,KSante, Rell, Azir, Varus, Alistar, 9/1/3,294, 4/1/11,173, 1/2/12,244, 5/1/6,273, 1/5/12,41, 1/4/4,226, 2/4/7,142, 1/4/7,274, 4/4/4,267, 2/4/7,30
CBLOL Academy Split 2 Playoffs 2023,8/15/2023,39.483333333333334,KaBuM! Academy,RED Academy,20,10,4,3,10,4,2,0,138,82,177,59,Red,5.833333333333333,Blue,9.016666666666667,Ivern, Poppy, Azir, Nocturne, Vi,Xayah, Tristana, Jax, Alistar, Kaisa,Rumble, Sejuani, Jayce, Aphelios, Rakan,Olaf, Rell, Neeko, Zeri, Lulu, 5/0/7,303, 3/1/15,212, 6/4/7,357, 4/3/5,372, 2/2/13,44, 1/6/4,263, 0/4/8,153, 4/5/4,318, 5/3/4,457, 0/2/8,28
CBLOL Academy Split 2 Playoffs 2023,8/15/2023,43.416666666666664,RED Academy,KaBuM! Academy,18,5,2,1,30,9,4,2,217,83,163,77,Red,6.966666666666667,Blue,9.283333333333333,Tristana, Jayce, Xayah, Rakan, Rumble,Ivern, Azir, Renekton, Rell, Braum,Poppy, Sejuani, Ahri, Zeri, Alistar,Jax, Nocturne, Neeko, Kaisa, Pyke, 2/9/9,275, 2/6/14,185, 8/3/6,311, 5/5/8,415, 1/7/13,40, 5/1/13,345, 3/5/19,233, 3/5/20,292, 9/3/18,380, 10/4/8,82
EMEA Masters Play-In Summer 2023,8/15/2023,25.966666666666665,Nord Esports,WLGaming Esports,13,2,0,0,24,8,4,1,74,20,54,24,Red,5.883333333333333,Red,9.6,Trundle, Kaisa, Maokai, Aatrox, Jax,Xayah, Poppy, Sejuani, Ornn, Zeri,Rumble, Nocturne, Ahri, Ashe, Rell,KSante, Lee Sin, Lissandra, Aphelios, Alistar, 5/5/6,173, 3/6/6,136, 2/6/8,218, 3/3/6,188, 0/4/11,34, 7/2/10,231, 7/2/12,151, 5/2/12,207, 4/4/11,213, 1/3/18,25
EMEA Masters Play-In Summer 2023,8/15/2023,30.483333333333334,FUT Esports,White Dragons,23,10,1,2,9,3,2,0,93,38,99,33,Red,11.816666666666666,Red,9.25,Neeko, Sejuani, Miss Fortune, Leona, Rakan,Rumble, Tristana, Rell, Ivern, Amumu,Aatrox, Gragas, Jayce, Kaisa, Nautilus,Renekton, Maokai, Zoe, Xayah, Braum, 2/1/10,232, 2/2/14,178, 6/2/7,288, 10/1/9,280, 3/3/16,36, 1/4/3,213, 1/8/3,122, 4/2/0,240, 3/3/3,311, 0/6/5,31
EMEA Masters Play-In Summer 2023,8/15/2023,39.5,Nigma Galaxy Male,Anorthosis Famagusta Esports,18,10,4,1,22,7,1,2,104,42,106,49,Blue,11.7,Blue,8.666666666666666,Ivern, Maokai, Rumble, Tristana, Akshan,Jax, Rell, Kaisa, Alistar, Nautilus,Aatrox, Sejuani, LeBlanc, Xayah, Leona,Poppy, Lillia, Jayce, Jinx, Rakan, 7/4/5,328, 2/3/8,227, 0/4/4,358, 7/5/4,382, 2/6/8,44, 1/5/9,242, 9/3/10,318, 5/3/6,361, 6/3/8,360, 1/4/17,58
EMEA Masters Play-In Summer 2023,8/15/2023,41.483333333333334,KRC Genk Esports,Nord Esports,7,7,3,1,17,10,4,2,126,61,148,65,Blue,6.183333333333334,Blue,8.65,Rakan, Rell, Maokai, Jax, Malphite,Poppy, LeBlanc, Sejuani, Syndra, Xerath,Renekton, Trundle, Tristana, Kaisa, Braum,Ornn, Vi, Azir, Xayah, Milio, 1/6/2,305, 2/4/3,177, 2/3/2,463, 1/1/2,434, 1/3/2,36, 2/2/10,266, 4/4/11,178, 4/1/8,407, 7/0/5,449, 0/0/13,13
EMEA Masters Play-In Summer 2023,8/15/2023,26.3,Anubis Gaming,Team GO,7,1,1,0,25,10,2,1,75,29,69,22,Blue,9.4,Red,9.566666666666666,Kalista, Jayce, Ivern, Alistar, Rakan,Tristana, Maokai, Amumu, Taliyah, Ryze,Aatrox, Trundle, Neeko, Varus, Rell,Yone, Poppy, LeBlanc, Kaisa, Nautilus, 0/4/4,196, 3/4/1,132, 1/7/2,193, 2/6/1,232, 1/4/2,28, 6/2/7,241, 2/1/10,155, 10/1/5,240, 6/1/8,241, 1/2/11,28
